ID,Campus,Situação no Curso,Modalidade,Curso,Ano/Semestre letivo da ocorrência,Série/Período da ocorrência,Principal motivo da ocorrência,Motivo terciário da ocorrência,Motivo secundário da ocorrência
1615,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.2,3,Dificuldade de aprendizagem,Desmotivação ou desinteresse pelo curso,Desmotivação ou desinteresse pelo curso
1616,SGA,Evadido,Técnico Subsequente,Técnico em Edificações,2020.2,2,Dificuldade em conciliar estudo e trabalho,,
1617,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.2,3,Falta de recursos financeiros para aquisição de material escolar,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
1618,SGA,Evadido,Técnico Subsequente,Técnico em Edificações,2020.2,2,Dificuldade em conciliar estudo e trabalho,,
1619,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.2,2,Necessidade de trabalhar,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
1620,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.1,2,Ingresso em outro curso,Mudança de interesse profissional ou pessoal,Mudança de interesse profissional ou pessoal
1621,SGA,Evadido,Técnico Subsequente,Técnico em Edificações,2020.2,2,Dificuldade em conciliar estudo e trabalho,,
1622,CNAT,Evadido,Técnico Subsequente,Técnico em Mineração,2018.2,1,Dificuldade em conciliar os estudos com outros cursos,,
1623,CANG,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2020.1,2,Necessidade de trabalhar,,
1624,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.2,3,Dificuldade em conciliar os estudos com outros cursos,Ingresso em outro curso,Ingresso em outro curso
1625,SGA,Evadido,Técnico Subsequente,Técnico em Edificações,2020.2,2,Necessidade de trabalhar,,
1626,SGA,Evadido,Técnico Subsequente,Técnico em Edificações,2020.2,2,Dificuldade em conciliar estudo e trabalho,,
1627,SPP,Evadido,Licenciatura,Licenciatura em Matemática,2022.1,1,Inadequação da metodologia de ensino ao perfil dos estudantes,Necessidade de trabalhar,Dificuldade de transporte para a unidade de ensino
1628,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.2,1,Necessidade de trabalhar,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
1629,CANG,Evadido,Técnico Integrado,Técnico em Eventos,2019.1,1,Dificuldades na relação estudante-estudante,,Falta de identificação com o curso
1630,SPP,Evadido,Licenciatura,Licenciatura em Matemática,2022.2,1,Indisponibilidade de tempo para estudar fora do horário de aulas ou para participar de atividades de nivelamento e monitoria,Dificuldade em conciliar os estudos com outros cursos,Necessidade de trabalhar
1631,CANG,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2022.1,2,Dificuldade de transporte para a unidade de ensino,,
1632,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.2,3,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar
1633,SPP,Evadido,Licenciatura,Licenciatura em Matemática,2022.1,1,Falta de recursos financeiros para transporte escolar,Dificuldade de transporte para a unidade de ensino,Ingresso em outro curso
1634,CNAT,Evadido,Técnico Subsequente,Técnico em Mineração,2019.2,2,Salário desestimulante após a formação,,
1635,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.2,3,Dificuldade de aprendizagem,Desmotivação ou desinteresse pelo curso,Desmotivação ou desinteresse pelo curso
1636,JUC,Evadido,Técnico Subsequente,Técnico em Instrumento Musical,2022.1,2,Dificuldade em conciliar estudo e trabalho,,
1637,CNAT,Evadido,Técnico Subsequente,Técnico em Mineração,2019.2,1,Defasagem de conhecimentos anteriores ao ingresso no curso,,
1638,NC,Evadido,Técnico Subsequente,Técnico em Química,2021.1,2,Mudança de cidade,,Dificuldade em conciliar estudo e trabalho
1639,CNAT,Evadido,Técnico Subsequente,Técnico em Mineração,2020.2,1,Dificuldade em conciliar os estudos com outros cursos,,
1640,IP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2019.1,1,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
1642,CANG,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2021.1,2,Mudança de cidade,,
1643,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.1,2,Falta de identificação com o curso,Ingresso em outro curso,Problema psicológico pessoal ou de familiar
1644,CNAT,Evadido,Técnico Subsequente,Técnico em Mineração,2019.2,2,Dificuldade em conciliar os estudos com outros cursos,,
1645,JUC,Evadido,Técnico Subsequente,Técnico em Instrumento Musical,2021.1,2,Problema de saúde pessoal ou de familiar,,Ingresso em outro curso
1646,CNAT,Evadido,Licenciatura,Licenciatura em Espanhol,2018.2,1,Dificuldade em conciliar estudo e trabalho,,
1647,NC,Evadido,Técnico Integrado,Técnico em Química,2021.1,1,Dificuldade em conciliar os estudos com outros cursos,,
1648,NC,Evadido,Técnico Integrado,Técnico em Química,2020.1,1,Dificuldade de transporte para a unidade de ensino,,Indisponibilidade de tempo para estudar fora do horário de aulas ou para participar de atividades de nivelamento e monitoria
1649,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2021.1,4,Dificuldade de transporte para a unidade de ensino,Dificuldade de transporte para a unidade de ensino,Dificuldade de transporte para a unidade de ensino
1650,LAJ,Evadido,Técnico Subsequente,Técnico em Comércio,2022.1,1,Dificuldade em conciliar estudo e trabalho,,
1651,NC,Evadido,Técnico Integrado,Técnico em Química,2019.1,1,Problema de saúde pessoal ou de familiar,,Mudança de cidade
1652,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.1,2,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
1653,NC,Evadido,Técnico Integrado,Técnico em Química,2022.1,4,Dificuldade de realização de aulas práticas e/ou aulas de campo,,
1654,CNAT,Evadido,Licenciatura,Licenciatura em Espanhol,2021.1,1,Dificuldade em conciliar estudo e trabalho,,
1655,SGA,Evadido,Técnico Subsequente,Técnico em Edificações,2020.2,2,Dificuldades de (re)adaptação à rotina escolar,,
1656,NC,Evadido,Técnico Integrado,Técnico em Química,2022.1,3,Dificuldades na relação estudante-estudante,,
1657,SPP,Evadido,Licenciatura,Licenciatura em Matemática,2022.1,1,Falta de recursos financeiros para transporte escolar,Falta de recursos financeiros para alimentação,Necessidade de trabalhar
1658,NC,Evadido,Técnico Integrado,Técnico em Química,2021.1,2,Mudança de interesse profissional ou pessoal,,
1659,CANG,Evadido,Técnico Integrado,Técnico em Eventos,2021.2,2,Necessidade de cuidar de familiar no horário do curso,,
1660,JUC,Evadido,Técnico Subsequente,Técnico em Instrumento Musical,2022.1,2,Não correspondência das expectativas iniciais em relação ao curso,Dificuldade em planejar a própria vida e estabelecer metas de desenvolvimento pessoal,
1661,NC,Evadido,Técnico Integrado,Técnico em Química,2018.1,1,Necessidade de trabalhar,,Mudança de cidade
1662,CNAT,Evadido,Licenciatura,Licenciatura em Espanhol,2021.1,1,Problema de saúde pessoal ou de familiar,,Necessidade de cuidar de familiar no horário do curso
1663,IP,Evadido,Licenciatura,Licenciatura em Química,2020.1,3,Necessidade de cuidar de familiar no horário do curso,Necessidade de cuidar de familiar no horário do curso,Necessidade de cuidar de familiar no horário do curso
1664,CANG,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2021.1,1,Dificuldade em conciliar estudo e trabalho,,
1665,IP,Evadido,Técnico Integrado,Técnico em Informática,2019.2,2,Mudança de cidade,Necessidade de trabalhar,Necessidade de trabalhar
1666,SPP,Evadido,Licenciatura,Licenciatura em Matemática,2022.1,5,Indisponibilidade de tempo para estudar fora do horário de aulas ou para participar de atividades de nivelamento e monitoria,Necessidade de trabalhar,Dificuldade em planejar a própria vida e estabelecer metas de desenvolvimento pessoal
1667,JUC,Evadido,Técnico Subsequente,Técnico em Instrumento Musical,2022.1,2,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,Não correspondência das expectativas iniciais em relação ao curso
1668,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.1,2,Dificuldade de transporte para a unidade de ensino,Necessidade de trabalhar,Falta de recursos financeiros para aquisição de material escolar
1669,IP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2019.1,1,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
1670,NC,Evadido,Técnico Integrado,Técnico em Química,2022.1,4,Ingresso em outro curso,,Mudança de cidade
1671,JUC,Evadido,Técnico Subsequente,Técnico em Instrumento Musical,2022.1,2,Mudança de cidade,,
1672,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2020.1,1,Ingresso em outro curso,,
1673,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2019.2,1,Dificuldade em conciliar estudo e trabalho,,
1674,CAL,Evadido,Técnico Subsequente,Técnico em Guia de Turismo,2020.1,1,Dificuldades de (re)adaptação à rotina escolar,,Necessidade de trabalhar
1675,SPP,Evadido,Licenciatura,Licenciatura em Matemática,2022.2,1,Desmotivação ou desinteresse pelo curso,Indisponibilidade de tempo para estudar fora do horário de aulas ou para participar de atividades de nivelamento e monitoria,Falta de apoio e/ou acompanhamento a discentes em programas de mobilidade estudantil
1676,JUC,Evadido,Técnico Subsequente,Técnico em Instrumento Musical,2022.1,2,Dificuldade em conciliar estudo e trabalho,,
1677,IP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2020.1,3,Falta de identificação com o curso,Falta de identificação com o curso,Falta de identificação com o curso
1678,CNAT,Evadido,Licenciatura,Licenciatura em Física,2019.1,1,Dificuldade em conciliar estudo e trabalho,,
1679,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2021.1,1,Dificuldade em conciliar estudo e trabalho,,
1680,NC,Evadido,Tecnologia,Tecnologia em Análise e Desenvolvimento de Sistemas,2020.1,3,Não correspondência das expectativas iniciais em relação ao curso,Dificuldade de obter material para execução de trabalhos e aulas práticas,Dificuldade de realização de aulas práticas e/ou aulas de campo
1681,IP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2020.1,3,Necessidade de trabalhar,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
1682,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2021.1,1,Dificuldade em conciliar estudo e trabalho,,
1683,SPP,Evadido,Técnico Subsequente,Técnico em Edificações,2020.1,1,Mudança de turno de trabalho,Mudança de turno de trabalho,Mudança de turno de trabalho
1684,CAL,Evadido,Técnico Subsequente,Técnico em Eventos,2020.2,1,Dificuldades de (re)adaptação à rotina escolar,,
1685,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2020.1,1,Dificuldade de aprendizagem,,
1686,CANG,Evadido,Tecnologia,Tecnologia em Gestão do Turismo,2022.2,4,Dificuldade em conciliar os estudos com outros cursos,,
1687,SPP,Evadido,Licenciatura,Licenciatura em Matemática,2022.1,1,Dificuldade em conciliar os estudos com outros cursos,Mudança de interesse profissional ou pessoal,Indisponibilidade de tempo para estudar fora do horário de aulas ou para participar de atividades de nivelamento e monitoria
1688,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2021.1,1,Falta de aptidão para o curso escolhido,,
1689,CANG,Trancado,Tecnologia,Tecnologia em Sistemas para Internet,2022.1,2,Mudança de cidade,,
1690,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2021.1,1,Mudança de cidade,,
1691,IP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2019.1,1,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar
1692,SPP,Evadido,Técnico Subsequente,Técnico em Edificações,2020.1,1,Dificuldade em conciliar estudo e trabalho,Necessidade de trabalhar,Mudança de turno de trabalho
1693,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2020.1,1,Dificuldade em conciliar estudo e trabalho,,
1694,CNAT,Evadido,Licenciatura,Licenciatura em Espanhol,2021.1,2,Dificuldade em conciliar estudo e trabalho,,
1695,IP,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2021.1,4,Falta de pontualidade do estudante,Falta de pontualidade do estudante,Falta de pontualidade do estudante
1696,JUC,Trancado,Técnico Subsequente,Técnico em Instrumento Musical,2022.1,2,Problema psicológico pessoal ou de familiar,,Excesso de disciplinas no ano/período letivo
1697,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2020.1,1,Ingresso em outro curso,,
1698,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2020.1,1,Dificuldade em conciliar estudo e trabalho,,
1699,CAL,Evadido,Técnico Subsequente,Técnico em Eventos,2019.1,1,Dificuldade em conciliar estudo e trabalho,,
1700,JUC,Evadido,Técnico Subsequente,Técnico em Instrumento Musical,2022.1,2,Dificuldade em conciliar estudo e trabalho,,Problema de saúde pessoal ou de familiar
1701,IP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2020.1,3,Falta de identificação com o curso,Desmotivação ou desinteresse pelo curso,Desmotivação ou desinteresse pelo curso
1702,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2021.1,1,Mudança de cidade,,
1703,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2021.1,1,Dificuldade em conciliar estudo e trabalho,,
1704,CNAT,Evadido,Licenciatura,Licenciatura em Física,2022.1,5,Dificuldade em conciliar estudo e trabalho,,
1705,SPP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2021.1,1,Dificuldade em conciliar estudo e trabalho,Necessidade de trabalhar,Dificuldade em conciliar estudo e trabalho
1706,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2019.1,1,Ingresso em outro curso,,
1707,SPP,Evadido,Técnico Subsequente,Técnico em Edificações,2019.1,1,Ingresso em outro curso,Mudança de interesse profissional ou pessoal,Ingresso em outro curso
1708,SPP,Evadido,Licenciatura,Licenciatura em Matemática,2022.1,2,Necessidade de trabalhar,Dificuldade em conciliar os estudos com outros cursos,Necessidade de trabalhar
1709,SPP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2021.2,1,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
1710,IP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2019.1,1,Necessidade de cuidar de familiar no horário do curso,Necessidade de cuidar de familiar no horário do curso,Necessidade de cuidar de familiar no horário do curso
1711,JUC,Evadido,Técnico Subsequente,Técnico em Instrumento Musical,2022.1,2,Dificuldade em conciliar estudo e trabalho,,
1712,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2022.1,1,Dificuldade de aprendizagem,,
1713,SPP,Evadido,Técnico Subsequente,Técnico em Edificações,2018.2,1,Ingresso em outro curso,Mudança de cidade,Dificuldade em conciliar os estudos com outros cursos
1714,IP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2019.1,1,Necessidade de cuidar de familiar no horário do curso,Necessidade de cuidar de familiar no horário do curso,Necessidade de cuidar de familiar no horário do curso
1715,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2019.1,1,Falta de hábito de estudo,,
1716,SPP,Evadido,Técnico Subsequente,Técnico em Edificações,2020.1,1,Falta de identificação com o curso,Salário desestimulante após a formação,Dificuldades na relação docente-estudante
1717,SPP,Evadido,Licenciatura,Licenciatura em Matemática,2022.2,2,Dificuldade de transporte para a unidade de ensino,Dificuldades de (re)adaptação à rotina escolar,Mudança de cidade
1718,MO,Evadido,Técnico Subsequente,Técnico em Mecânica,2019.1,1,Dificuldade em conciliar estudo e trabalho,,
1719,SPP,Evadido,Técnico Subsequente,Técnico em Meio Ambiente,2021.2,1,Dificuldade em conciliar estudo e trabalho,Indisponibilidade de tempo para estudar fora do horário de aulas ou para participar de atividades de nivelamento e monitoria,Necessidade de trabalhar
1720,SPP,Evadido,Técnico Subsequente,Técnico em Edificações,2020.2,1,Necessidade de cuidar de familiar no horário do curso,Falta de recursos financeiros para aquisição de material escolar,Necessidade de trabalhar
1721,CANG,Evadido,Tecnologia,Tecnologia em Gestão do Turismo,2020.1,1,Problema psicológico pessoal ou de familiar,,
1722,CAL,Evadido,Técnico Subsequente,Técnico em Eventos,2021.2,2,Dificuldade em conciliar estudo e trabalho,,
1723,CNAT,Evadido,Licenciatura,Licenciatura em Geografia,2019.1,1,Defasagem de conhecimentos anteriores ao ingresso no curso,,
1724,CANG,Evadido,Tecnologia,Tecnologia em Sistemas para Internet,2020.1,1,Necessidade de cuidar de familiar no horário do curso,,
